BarNoteClick,Message,Channel,Pitch,Velocity
29:1:146,On,ch=1,n=92,v=50
29:1:148,On,ch=1,n=76,v=0
29:1:154,On,ch=1,n=83,v=41
29:1:156,On,ch=1,n=71,v=41
29:1:174,On,ch=1,n=88,v=0
29:2:2,On,ch=1,n=76,v=41
29:2:36,On,ch=1,n=88,v=54
29:2:44,On,ch=1,n=80,v=48
29:2:46,On,ch=1,n=83,v=0
29:2:77,On,ch=1,n=88,v=0
29:2:92,On,ch=1,n=83,v=45
29:2:103,On,ch=1,n=95,v=0
29:2:118,On,ch=1,n=80,v=0
29:2:123,Par,ch=1,c=64,v=0
29:2:123,On,ch=1,n=88,v=45
29:2:125,On,ch=1,n=100,v=42
29:2:149,On,ch=1,n=76,v=0
29:2:159,On,ch=1,n=83,v=0
29:2:165,On,ch=1,n=80,v=45
29:2:168,On,ch=1,n=92,v=0
29:2:185,On,ch=1,n=71,v=0
29:3:9,On,ch=1,n=76,v=48
29:3:15,On,ch=1,n=83,v=43
29:3:26,On,ch=1,n=88,v=0
29:3:32,On,ch=1,n=95,v=42
29:3:40,On,ch=1,n=71,v=46
29:3:68,On,ch=1,n=76,v=0
29:3:108,On,ch=1,n=88,v=47
29:3:110,On,ch=1,n=80,v=0
29:3:116,On,ch=1,n=76,v=46
29:3:144,On,ch=1,n=83,v=0
29:3:158,On,ch=1,n=80,v=44
29:3:184,On,ch=1,n=92,v=45
29:3:186,On,ch=1,n=95,v=0
30:0:0,On,ch=1,n=83,v=41
30:0:51,On,ch=1,n=83,v=0
30:0:51,On,ch=1,n=88,v=0
30:0:51,On,ch=1,n=80,v=0
30:0:51,On,ch=1,n=64,v=0
30:0:51,On,ch=1,n=76,v=0
30:0:51,On,ch=1,n=68,v=0
30:0:51,On,ch=1,n=71,v=0
30:0:57,On,ch=1,n=69,v=49
30:0:59,On,ch=1,n=63,v=41
30:0:59,On,ch=1,n=72,v=50
30:0:59,On,ch=1,n=84,v=49
30:0:71,On,ch=1,n=92,v=0
30:0:71,On,ch=1,n=100,v=0
30:0:74,On,ch=1,n=93,v=54
30:0:74,On,ch=1,n=96,v=52
30:0:154,On,ch=1,n=64,v=41
30:0:154,On,ch=1,n=68,v=43
30:0:172,On,ch=1,n=88,v=44
30:0:172,On,ch=1,n=95,v=45
30:0:178,On,ch=1,n=71,v=42
30:0:182,On,ch=1,n=63,v=0
30:0:182,On,ch=1,n=69,v=0
30:0:188,On,ch=1,n=84,v=0
30:1:3,On,ch=1,n=72,v=0
30:1:5,On,ch=1,n=93,v=0
30:1:5,On,ch=1,n=96,v=0
30:1:7,Par,ch=1,c=64,v=127
30:1:63,On,ch=1,n=83,v=44
30:1:63,On,ch=1,n=92,v=43
30:1:89,On,ch=1,n=71,v=0
30:1:98,On,ch=1,n=88,v=0
30:1:139,On,ch=1,n=71,v=41
30:1:143,On,ch=1,n=83,v=0
30:1:148,On,ch=1,n=76,v=42
30:1:148,On,ch=1,n=80,v=43
30:1:148,On,ch=1,n=88,v=47
30:1:191,On,ch=1,n=83,v=42
30:2:10,On,ch=1,n=88,v=0
30:2:10,On,ch=1,n=80,v=0
30:2:42,Par,ch=1,c=64,v=0
30:2:49,On,ch=1,n=80,v=44
30:2:49,On,ch=1,n=100,v=48
30:2:57,On,ch=1,n=88,v=46
30:2:59,On,ch=1,n=76,v=0
