BarNoteClick,Message,Channel,Pitch,Velocity
28:2:4,Par,ch=14,c=7,v=76
28:2:14,Par,ch=14,c=7,v=77
28:2:24,Par,ch=14,c=7,v=78
28:2:35,Par,ch=14,c=7,v=79
28:2:45,Par,ch=14,c=7,v=80
28:2:55,Par,ch=14,c=7,v=81
28:3:6,Par,ch=14,c=7,v=82
28:3:16,Par,ch=14,c=7,v=83
28:3:26,Par,ch=14,c=7,v=84
28:3:36,Par,ch=14,c=7,v=85
28:3:47,Par,ch=14,c=7,v=86
28:3:57,Par,ch=14,c=7,v=87
28:4:7,Par,ch=14,c=7,v=88
28:4:18,Par,ch=14,c=7,v=89
28:4:28,Par,ch=14,c=7,v=90
28:4:38,Par,ch=14,c=7,v=91
28:4:48,Par,ch=14,c=7,v=92
28:4:59,Par,ch=14,c=7,v=93
28:5:9,Par,ch=14,c=7,v=94
28:5:19,Par,ch=14,c=7,v=95
28:5:30,Par,ch=14,c=7,v=96
28:5:40,Par,ch=14,c=7,v=97
28:5:50,Par,ch=14,c=7,v=98
29:0:0,On,ch=14,n=54,v=0
29:0:0,On,ch=14,n=60,v=120
29:0:0,On,ch=14,n=51,v=120
29:0:0,Par,ch=14,c=7,v=99
29:0:11,Par,ch=14,c=7,v=98
29:0:21,Par,ch=14,c=7,v=97
29:0:31,Par,ch=14,c=7,v=96
29:0:42,Par,ch=14,c=7,v=95
29:0:52,Par,ch=14,c=7,v=94
29:1:0,On,ch=14,n=51,v=0
29:1:0,On,ch=14,n=60,v=0
29:1:2,Par,ch=14,c=7,v=93
29:1:12,Par,ch=14,c=7,v=92
29:1:23,Par,ch=14,c=7,v=91
29:1:33,Par,ch=14,c=7,v=90
29:1:43,Par,ch=14,c=7,v=89
29:1:54,Par,ch=14,c=7,v=88
29:2:4,Par,ch=14,c=7,v=87
29:2:14,Par,ch=14,c=7,v=86
29:2:24,Par,ch=14,c=7,v=85
29:2:35,Par,ch=14,c=7,v=84
29:2:45,Par,ch=14,c=7,v=83
29:2:55,Par,ch=14,c=7,v=82
29:3:6,Par,ch=14,c=7,v=81
29:3:16,Par,ch=14,c=7,v=80
29:3:26,Par,ch=14,c=7,v=79
29:3:36,Par,ch=14,c=7,v=78
29:3:47,Par,ch=14,c=7,v=77
29:3:57,Par,ch=14,c=7,v=76
29:4:7,Par,ch=14,c=7,v=75
29:4:18,Par,ch=14,c=7,v=74
29:4:28,Par,ch=14,c=7,v=73
29:4:38,Par,ch=14,c=7,v=72
29:4:48,Par,ch=14,c=7,v=71
29:4:59,Par,ch=14,c=7,v=70
29:5:9,Par,ch=14,c=7,v=69
29:5:19,Par,ch=14,c=7,v=68
29:5:30,Par,ch=14,c=7,v=67
29:5:40,Par,ch=14,c=7,v=66
29:5:50,Par,ch=14,c=7,v=65
30:0:0,On,ch=14,n=51,v=120
30:0:0,Par,ch=14,c=7,v=64
30:0:11,Par,ch=14,c=7,v=65
30:0:21,Par,ch=14,c=7,v=66
30:0:31,Par,ch=14,c=7,v=67
30:0:42,Par,ch=14,c=7,v=68
30:0:52,Par,ch=14,c=7,v=69
30:1:2,Par,ch=14,c=7,v=70
30:1:12,Par,ch=14,c=7,v=71
30:1:23,Par,ch=14,c=7,v=72
30:1:33,Par,ch=14,c=7,v=73
30:1:43,Par,ch=14,c=7,v=74
30:1:54,Par,ch=14,c=7,v=75
30:2:4,Par,ch=14,c=7,v=76
30:2:14,Par,ch=14,c=7,v=77
30:2:24,Par,ch=14,c=7,v=78
30:2:35,Par,ch=14,c=7,v=79
30:2:45,Par,ch=14,c=7,v=80
30:2:55,Par,ch=14,c=7,v=81
30:3:0,On,ch=14,n=51,v=0
30:3:0,On,ch=14,n=52,v=120
30:3:6,Par,ch=14,c=7,v=82
30:3:16,Par,ch=14,c=7,v=83
30:3:26,Par,ch=14,c=7,v=84
30:3:36,Par,ch=14,c=7,v=85
30:3:47,Par,ch=14,c=7,v=86
30:3:57,Par,ch=14,c=7,v=87
30:4:0,On,ch=14,n=52,v=0
30:4:0,On,ch=14,n=53,v=120
30:4:7,Par,ch=14,c=7,v=88
30:4:18,Par,ch=14,c=7,v=89
30:4:28,Par,ch=14,c=7,v=90
30:4:38,Par,ch=14,c=7,v=91
30:4:48,Par,ch=14,c=7,v=92
30:4:59,Par,ch=14,c=7,v=93
30:5:0,On,ch=14,n=53,v=0
30:5:0,On,ch=14,n=54,v=120
30:5:9,Par,ch=14,c=7,v=94
30:5:19,Par,ch=14,c=7,v=95
30:5:30,Par,ch=14,c=7,v=96
30:5:40,Par,ch=14,c=7,v=97
30:5:50,Par,ch=14,c=7,v=98
31:0:0,On,ch=14,n=54,v=0
31:0:0,On,ch=14,n=49,v=120
31:0:0,On,ch=14,n=61,v=120
31:0:0,Par,ch=14,c=7,v=99
31:1:0,On,ch=14,n=61,v=0
31:1:0,On,ch=14,n=49,v=0
32:0:0,On,ch=14,n=49,v=120
32:0:0,Par,ch=14,c=7,v=64
32:2:0,On,ch=14,n=49,v=0
32:2:0,On,ch=14,n=50,v=120
32:3:0,On,ch=14,n=50,v=0
