BarNoteClick,Message,Channel,Pitch,Velocity
46:4:0,On,ch=4,n=71,v=0
46:4:0,On,ch=4,n=71,v=90
46:4:0,Par,ch=4,c=7,v=71
46:4:30,Par,ch=4,c=7,v=72
46:5:0,Par,ch=4,c=7,v=73
46:5:30,Par,ch=4,c=7,v=74
47:0:0,Par,ch=4,c=7,v=75
47:0:5,Par,ch=4,c=7,v=64
47:1:0,On,ch=4,n=71,v=0
48:4:0,On,ch=4,n=69,v=90
48:4:0,Par,ch=4,c=7,v=64
48:4:10,Par,ch=4,c=7,v=65
48:4:20,Par,ch=4,c=7,v=66
48:4:30,Par,ch=4,c=7,v=67
48:4:35,Par,ch=4,c=7,v=68
48:4:45,Par,ch=4,c=7,v=69
48:4:55,Par,ch=4,c=7,v=70
48:5:5,Par,ch=4,c=7,v=71
48:5:10,Par,ch=4,c=7,v=72
48:5:20,Par,ch=4,c=7,v=73
48:5:30,Par,ch=4,c=7,v=74
48:5:40,Par,ch=4,c=7,v=75
48:5:45,Par,ch=4,c=7,v=76
48:5:55,Par,ch=4,c=7,v=77
49:0:5,Par,ch=4,c=7,v=78
49:0:15,Par,ch=4,c=7,v=79
49:0:20,Par,ch=4,c=7,v=80
49:0:30,Par,ch=4,c=7,v=81
49:0:40,Par,ch=4,c=7,v=82
49:0:50,Par,ch=4,c=7,v=83
49:0:55,Par,ch=4,c=7,v=84
49:1:0,On,ch=4,n=69,v=0
49:1:0,On,ch=4,n=72,v=90
49:1:5,Par,ch=4,c=7,v=85
49:1:15,Par,ch=4,c=7,v=86
49:1:25,Par,ch=4,c=7,v=87
49:1:30,Par,ch=4,c=7,v=88
49:1:45,Par,ch=4,c=7,v=87
49:1:55,Par,ch=4,c=7,v=86
49:2:5,Par,ch=4,c=7,v=85
49:2:15,Par,ch=4,c=7,v=84
49:2:30,On,ch=4,n=72,v=0
49:2:30,On,ch=4,n=71,v=90
49:2:30,Par,ch=4,c=7,v=83
49:2:40,Par,ch=4,c=7,v=82
49:2:50,Par,ch=4,c=7,v=81
49:3:0,On,ch=4,n=71,v=0
49:3:0,On,ch=4,n=71,v=90
49:3:0,Par,ch=4,c=7,v=80
49:3:15,Par,ch=4,c=7,v=79
49:3:25,Par,ch=4,c=7,v=78
49:3:35,Par,ch=4,c=7,v=77
49:3:45,Par,ch=4,c=7,v=76
49:4:0,On,ch=4,n=71,v=0
49:4:0,On,ch=4,n=66,v=90
49:4:0,Par,ch=4,c=7,v=75
49:4:10,Par,ch=4,c=7,v=74
49:4:20,Par,ch=4,c=7,v=73
49:4:30,Par,ch=4,c=7,v=72
49:4:45,Par,ch=4,c=7,v=71
49:4:55,Par,ch=4,c=7,v=70
49:5:0,On,ch=4,n=66,v=0
49:5:0,On,ch=4,n=68,v=90
49:5:5,Par,ch=4,c=7,v=69
49:5:15,Par,ch=4,c=7,v=68
49:5:30,Par,ch=4,c=7,v=67
49:5:40,Par,ch=4,c=7,v=66
49:5:50,Par,ch=4,c=7,v=65
50:0:0,Par,ch=4,c=7,v=64
50:0:25,Par,ch=4,c=7,v=65
50:0:45,Par,ch=4,c=7,v=66
50:1:0,On,ch=4,n=68,v=0
50:1:0,On,ch=4,n=69,v=90
50:1:10,Par,ch=4,c=7,v=67
50:1:30,Par,ch=4,c=7,v=68
50:1:55,Par,ch=4,c=7,v=69
50:2:15,Par,ch=4,c=7,v=70
50:2:35,Par,ch=4,c=7,v=71
50:3:0,Par,ch=4,c=7,v=72
50:3:20,Par,ch=4,c=7,v=73
50:3:45,Par,ch=4,c=7,v=74
50:4:0,On,ch=4,n=69,v=0
50:4:0,On,ch=4,n=69,v=90
50:4:5,Par,ch=4,c=7,v=75
50:4:30,Par,ch=4,c=7,v=76
50:4:50,Par,ch=4,c=7,v=77
50:5:10,Par,ch=4,c=7,v=78
